DIRECTORIO;SECUENCIA_P;SECUENCIA_ENCUESTA;P3053;P3095;P3096;P3097;P3098;P3054;P3055;P469;CLASE_TE;COD_DEPTO;AREA;F_EXP
5490534;1;3;3;;;1;;;;;1;08;08;45.404337383833100
5490535;1;1;2;;3;;;1;5;1;1;08;08;59.426160375627900
5490535;1;2;1;1;;;;1;1;2;1;08;08;59.426160375627900
5490536;1;1;3;;;2;;;;;1;08;08;56.577578124001900
5490537;1;2;3;;;1;;;;;1;08;08;55.905883229428400
5490538;1;1;2;;1;;;1;3;1;1;08;08;64.365624388161900
5490540;1;1;1;1;;;;1;1;1;1;08;08;46.242947908165800
5490540;1;2;1;2;;;;1;1;2;1;08;08;46.242947908165800
5490540;1;3;1;2;;;;1;1;1;1;08;08;46.242947908165800
5490545;1;2;3;;;1;;;;;1;08;08;42.191171494010800
5490545;1;7;4;;;;1;;;;1;08;08;42.191171494010800
5490547;1;2;3;;;1;;;;;1;08;08;45.225064803607000
5490548;1;2;4;;;;1;;;;1;08;08;54.702689066899300
5490548;1;6;4;;;;1;;;;1;08;08;54.702689066899300
5490555;1;3;3;;;1;;;;;1;08;08;49.958670833215900
5490557;1;1;1;2;;;;1;3;2;1;08;08;72.693448084356800
5490566;1;1;1;2;;;;1;5;1;1;08;08;39.505221982645700
5490566;1;2;4;;;;1;;;;1;08;08;39.505221982645700
5490567;1;1;1;2;;;;1;4;1;1;08;08;66.041206259633100
5490574;1;2;4;;;;2;1;;1;1;08;08;56.372511061951600
5490577;1;1;3;;;1;;;;;1;08;08;30.711908169734900
5490577;1;2;1;2;;;;1;1;1;1;08;08;30.711908169734900
5490580;1;1;3;;;1;;;;;1;08;08;75.480841975529100
5490582;1;3;5;;;;;1;3;1;1;08;08;65.376888763353600
5490586;1;1;3;;;1;;;;;1;08;08;56.976857738790400
5490587;1;1;1;2;;;;1;1;1;1;08;08;74.903349514616300
5490589;1;3;5;;;;;1;3;2;1;08;08;49.870532421490600
5490589;1;7;5;;;;;1;3;1;1;08;08;49.870532421490600
5490591;1;1;3;;;2;;;;;1;08;08;62.733683317630500
5490591;1;2;3;;;1;;;;;1;08;08;62.733683317630500
5490593;1;1;5;;;;;1;1;1;1;08;08;79.404953136794100
5490594;1;1;1;2;;;;1;3;1;1;08;08;76.996923288336700
5490596;1;1;3;;;1;;;;;1;08;08;65.381628106334200
5490597;1;2;3;;;1;;;;;1;08;08;71.688085357177100
5490600;1;2;3;;;1;;;;;1;08;08;63.063282681989600
5490605;1;1;3;;;1;;;;;1;08;08;49.890620582409400
5490605;1;3;3;;;1;;;;;1;08;08;49.890620582409400
5490607;1;1;4;;;;1;;;;1;08;08;45.187183879086200
5490610;1;3;3;;;1;;;;;1;08;08;52.399053101794400
5490611;1;2;5;;;;;1;3;1;1;08;08;45.937709547207000
5490613;1;2;3;;;1;;;;;1;08;08;42.931563559382500
5490614;1;2;3;;;1;;;;;1;08;08;54.871826926245000
5490617;1;1;1;2;;;;1;4;2;1;08;08;62.681806265448500
5490618;1;1;1;2;;;;1;4;2;1;08;08;69.883231728512100
5490619;1;2;1;2;;;;1;4;2;1;08;08;70.438774569519600
5490621;1;2;3;;;1;;;;;1;08;08;64.329771781374600
5490621;1;4;1;2;;;;1;3;2;1;08;08;64.329771781374600
5490626;1;2;4;;;;2;1;;1;1;08;08;53.270055181999300
5490627;1;1;3;;;1;;;;;1;08;08;65.023323155074400
5490627;1;2;1;2;;;;1;3;1;1;08;08;65.023323155074400
5490632;1;1;3;;;1;;;;;1;08;08;62.733683317630500
5490632;1;2;3;;;1;;;;;1;08;08;62.733683317630500
5490634;1;1;3;;;1;;;;;1;08;08;69.883231728512100
5490635;1;4;1;2;;;;1;1;2;1;08;08;39.346820085963000
5490638;1;2;6;;;;;;;;1;08;08;55.687790794459500
5490639;1;1;5;;;;;1;1;1;1;08;08;69.034229399468500
5490640;1;5;1;2;;;;1;1;1;1;08;08;32.874424382733400
5490642;1;4;2;;1;;;1;4;1;1;08;08;58.460651666226800
5490645;1;1;1;2;;;;1;1;2;1;08;08;66.041206259633100
5490646;1;1;3;;;1;;;;;1;08;08;64.132317318676800
5490651;1;2;5;;;;;1;2;2;1;08;08;52.578325682020400
5490651;1;3;5;;;;;1;2;2;1;08;08;52.578325682020400
5490653;1;1;4;;;;2;1;;1;1;08;08;51.852576664301400
5490653;1;3;3;;;1;;;;;1;08;08;51.852576664301400
5490659;1;1;2;;1;;;1;3;1;1;08;08;76.189688979354900
5490660;1;6;2;;1;;;1;3;1;1;08;08;46.862765750557400
5490661;1;1;4;;;;1;;;;1;08;08;35.741402062570500
5490661;1;3;4;;;;2;1;;1;1;08;08;35.741402062570500
5490661;1;4;4;;;;1;;;;1;08;08;35.741402062570500
5490662;1;1;4;;;;2;1;;1;1;08;08;42.523363576335000
5490664;1;2;1;2;;;;1;4;1;1;08;08;47.858715780072600
5490665;1;2;1;1;;;;1;4;1;1;08;08;43.394365656539900
5490665;1;5;1;1;;;;1;4;1;1;08;08;43.394365656539900
5490667;1;5;4;;;;2;1;;1;1;08;08;43.603258453956000
5490667;1;7;1;2;;;;1;4;1;1;08;08;43.603258453956000
5490668;1;2;3;;;1;;;;;1;08;08;24.275410144463000
5490669;1;1;3;;;1;;;;;1;08;08;24.275410144463000
5490669;1;2;3;;;1;;;;;1;08;08;24.275410144463000
5490669;1;7;5;;;;;1;1;1;1;08;08;24.275410144463000
5490673;1;1;3;;;1;;;;;1;08;08;61.027932119873600
5490673;1;2;3;;;1;;;;;1;08;08;61.027932119873600
5490682;1;1;4;;;;2;1;;1;1;11;11;328.707237171011000
5490685;1;1;3;;;1;;;;;1;11;11;280.998547630171000
5490701;1;1;1;1;;;;1;1;1;1;11;11;265.142786238740000
5490702;1;3;1;1;;;;1;1;2;1;11;11;265.142786238740000
5490703;1;1;3;;;1;;;;;1;11;11;250.535912202418000
5490708;1;1;3;;;1;;;;;1;11;11;173.202108807111000
5490721;1;2;1;2;;;;1;3;2;1;11;11;296.174232051321000
5490739;1;2;3;;;1;;;;;1;11;11;187.632994976897000
5490753;1;1;1;1;;;;1;1;1;1;11;11;265.142786238740000
5490755;1;1;4;;;;2;1;;1;1;11;11;374.977789251118000
5490756;1;1;3;;;2;;;;;1;11;11;343.788296539350000
5490762;1;7;4;;;;2;1;;1;1;11;11;278.918331076945000
5490790;1;1;4;;;;1;;;;1;11;11;312.135220131341000
5490790;1;2;4;;;;2;1;;1;1;11;11;312.135220131341000
5490793;1;1;1;2;;;;1;3;2;1;11;11;268.524862835980000
5490799;1;1;1;1;;;;1;1;1;1;11;11;250.535912202418000
5490805;1;1;6;;;;;;;;1;11;11;336.368802013290000
5490812;1;1;2;;1;;;1;3;1;1;11;11;265.290231502147000
5490813;1;2;3;;;1;;;;;1;11;11;296.321677314730000
5490817;1;2;1;2;;;;1;3;2;1;11;11;177.363862898963000
5490817;1;4;3;;;2;;;;;1;11;11;177.363862898963000
5490826;1;1;2;;1;;;1;3;1;1;11;11;288.512667209042000
5490834;1;1;1;1;;;;1;3;2;1;11;11;246.290700904445000
5490834;1;2;1;2;;;;1;3;2;1;11;11;246.290700904445000
5490835;1;1;1;1;;;;1;3;2;1;11;11;135.443621047457000
5490836;1;1;1;1;;;;1;1;1;1;11;11;226.291728684692000
5490838;1;4;2;;1;;;1;3;1;1;11;11;266.425950540916000
5490850;1;1;3;;;1;;;;;1;11;11;288.512667209042000
5490851;1;1;1;2;;;;1;1;2;1;11;11;329.181422503030000
5490856;1;1;3;;;1;;;;;1;11;11;375.272679777935000
5490856;1;3;1;2;;;;1;4;2;1;11;11;375.272679777935000
5490860;1;1;2;;2;;;1;3;1;1;11;11;314.134640081755000
5490862;1;1;3;;;2;;;;;1;11;11;314.134640081755000
5490864;1;1;2;;1;;;1;3;1;1;11;11;313.892569765537000
5490873;1;1;3;;;1;;;;;1;11;11;312.756850726768000
5490873;1;2;4;;;;2;1;;1;1;11;11;312.756850726768000
5490886;1;1;3;;;1;;;;;1;11;11;312.756850726768000
5490887;1;2;4;;;;1;;;;1;11;11;312.756850726768000
5490890;1;1;4;;;;1;;;;1;11;11;293.904765392474000
5490898;1;2;2;;1;;;1;3;1;1;11;11;314.134640081755000
5490902;1;1;3;;;1;;;;;1;11;11;291.900478150221000
5490906;1;1;2;;1;;;1;3;1;1;11;11;253.390983257042000
5490908;1;1;2;;1;;;1;3;1;1;11;11;327.363724763090000
5490912;1;2;1;2;;;;1;3;2;1;11;11;328.707237171011000
5490919;1;2;1;1;;;;1;1;2;1;11;11;314.134640081755000
5490935;1;2;3;;;1;;;;;1;13;13;46.461148851667200
5490937;1;2;6;;;;;;;;1;13;13;16.974173586862000
5490942;1;3;1;2;;;;1;1;2;1;13;13;29.967658292950000
5490942;1;5;4;;;;2;1;;2;1;13;13;29.967658292950000
5490948;1;1;1;2;;;;1;1;1;1;13;13;47.919037450490400
5490948;1;2;4;;;;2;1;;1;1;13;13;47.919037450490400
5490953;1;2;2;;1;;;1;1;1;1;13;13;34.396954876588600
5490956;1;1;3;;;1;;;;;1;13;13;42.184120928819100
5490961;1;1;4;;;;1;;;;1;13;13;16.974173586862000
5490961;1;2;1;1;;;;1;1;2;1;13;13;16.974173586862000
5490961;1;4;3;;;1;;;;;1;13;13;16.974173586862000
5490983;1;1;1;2;;;;1;1;2;1;13;13;35.854843475411800
5490984;1;1;1;2;;;;1;3;2;1;13;13;49.460717530574000
5490985;1;1;3;;;1;;;;;1;13;13;30.029985842370100
5490987;1;1;2;;1;;;1;3;1;1;13;13;42.114626585022000
5490987;1;2;1;2;;;;1;3;2;1;13;13;42.114626585022000
5491006;1;1;4;;;;1;;;;1;13;13;16.974173586862000
5491007;1;1;1;2;;;;1;3;1;1;13;13;34.531948478942600
5491015;1;1;1;2;;;;1;1;2;1;13;13;32.045931927400200
5491021;1;1;1;2;;;;1;1;2;1;13;13;33.573314870020400
5491022;1;2;1;2;;;;1;1;2;1;13;13;33.216558263078800
5491024;1;2;1;2;;;;1;4;2;1;13;13;45.433020898947900
5491034;1;1;2;;2;;;1;1;1;1;15;15;10.828625349041000
5491046;1;1;3;;;1;;;;;1;15;15;10.828625349041000
5491056;1;2;1;1;;;;1;3;1;1;15;15;8.437099379499580
5491058;1;2;4;;;;2;1;;1;1;15;15;5.778048772228560
5491062;1;3;2;;1;;;1;3;1;1;15;15;5.825925373970000
5491065;1;1;1;1;;;;1;1;2;1;15;15;10.337816492499500
5491069;1;1;2;;1;;;1;1;1;1;15;15;11.363501492638100
5491070;1;1;1;1;;;;1;1;1;1;15;15;6.675729904064750
5491074;1;2;4;;;;1;;;;1;15;15;4.560249445889410
5491074;1;7;3;;;1;;;;;1;15;15;4.560249445889410
5491094;1;1;4;;;;1;;;;1;15;15;9.975883685257580
5491114;1;1;1;2;;;;1;4;2;1;17;17;21.951780360061500
5491116;1;4;2;;1;;;1;3;1;1;17;17;25.171207314766900
5491118;1;1;2;;1;;;1;3;1;1;17;17;17.022722257297500
5491122;1;2;2;;1;;;1;3;1;1;17;17;21.487672147741600
5491137;1;1;4;;;;1;;;;1;17;17;23.732801884909100
5491137;1;2;3;;;1;;;;;1;17;17;23.732801884909100
5491149;1;1;4;;;;1;;;;1;17;17;17.923773995664000
5491149;1;2;4;;;;1;;;;1;17;17;17.923773995664000
5491151;1;1;2;;3;;;1;3;1;1;17;17;19.660236179310300
5491152;1;1;4;;;;2;1;;2;1;17;17;23.504765983356100
5491156;1;1;3;;;1;;;;;1;17;17;17.879214654462600
5491163;1;2;2;;3;;;1;3;1;1;17;17;25.560237853340500
5491174;1;1;2;;1;;;1;3;1;1;17;17;15.795740296921500
5491186;1;2;1;2;;;;1;1;2;1;17;17;20.266973291142400
5491188;1;1;1;1;;;;1;3;2;1;17;17;21.951780360061500
5491193;1;1;7;;;;;1;3;2;1;17;17;19.342528296394500
5491193;1;2;3;;;1;;;;;1;17;17;19.342528296394500
5491206;1;1;2;;1;;;1;3;1;1;17;17;17.913843918984100
5491206;1;2;2;;1;;;1;3;1;1;17;17;17.913843918984100
5491207;1;1;2;;1;;;1;3;1;1;17;17;22.573195912444700
5491213;1;1;2;;1;;;1;3;1;1;17;17;17.022722257297500
5491214;1;1;2;;1;;;1;3;1;1;17;17;14.600750587887000
5491217;1;1;2;;1;;;1;1;1;1;17;17;17.879214654462600
5491227;1;1;3;;;1;;;;;1;17;17;18.867837715526200
5491236;1;1;3;;;2;;;;;1;17;17;17.022722257297500
5491248;1;2;1;2;;;;1;3;2;1;17;17;25.690665341999800
5491253;1;2;1;1;;;;1;1;2;1;17;17;23.909643817152100
5491261;1;2;4;;;;1;;;;1;17;17;23.909643817152100
5491267;1;1;4;;;;1;;;;1;17;17;26.084752702084200
5491276;1;1;3;;;2;;;;;1;17;17;25.171207314766900
5491277;1;1;2;;1;;;1;3;1;1;17;17;19.896308490077100
5491283;1;1;3;;;2;;;;;1;17;17;26.834424019241700
5491306;1;1;3;;;1;;;;;1;18;18;9.133533511849250
5491309;1;1;3;;;1;;;;;1;18;18;12.834286739352400
5491309;1;2;3;;;1;;;;;1;18;18;12.834286739352400
5491311;1;2;1;2;;;;1;1;1;1;18;18;9.189191472680000
5491312;1;1;2;;1;;;1;3;1;1;18;18;11.254717866417500
5491314;1;1;6;;;;;;;;1;18;18;6.600293128537160
5491330;1;2;3;;;1;;;;;1;18;18;10.827289440333600
5491347;1;1;5;;;;;1;2;1;1;18;18;15.410503512115800
5491347;1;2;3;;;1;;;;;1;18;18;15.410503512115800
5491347;1;6;5;;;;;1;1;1;1;18;18;15.410503512115800
5491362;1;1;5;;;;;1;1;2;1;18;18;8.626923245310250
5491362;1;3;5;;;;;1;3;2;1;18;18;8.626923245310250
5491369;1;1;1;2;;;;1;4;1;1;18;18;10.461141485385600
5491370;1;2;1;2;;;;1;3;1;1;18;18;14.906909990831800
5491383;1;1;7;;;;;1;1;2;1;18;18;6.583656245207480
5491390;1;1;5;;;;;1;3;2;1;18;18;11.890629715866800
5491393;1;1;1;2;;;;1;1;1;1;18;18;4.493703453791050
5491395;1;1;5;;;;;1;1;2;1;18;18;10.085940536237000
5491403;1;1;2;;1;;;1;3;1;1;18;18;10.406048861216800
5491404;1;1;1;2;;;;1;4;2;1;18;18;5.311313704908750
5491408;1;1;4;;;;2;1;;1;1;18;18;8.794555768522910
5491422;1;1;2;;2;;;1;3;1;1;18;18;11.176800511952000
5491433;1;3;6;;;;;;;;1;18;18;10.174740707554700
5491436;1;2;1;2;;;;1;4;1;1;18;18;6.600293128537160
5491468;1;2;2;;1;;;1;4;1;1;19;19;17.965825287336000
5491488;1;2;1;1;;;;1;6;1;1;19;19;15.795539267416800
5491499;1;1;2;;1;;;1;3;1;1;19;19;16.055335783101500
5491516;1;1;1;2;;;;1;1;1;1;19;19;13.648019437713800
5491522;1;2;2;;1;;;1;3;1;1;19;19;12.348573833118000
5491526;1;2;1;1;;;;1;1;1;1;19;19;8.054404449184830
5491533;1;1;3;;;1;;;;;1;19;19;8.073782383912150
5491544;1;1;1;2;;;;1;3;1;1;19;19;19.223070178598300
5491560;1;1;3;;;1;;;;;1;19;19;20.729471255550600
5491584;1;1;2;;1;;;1;1;1;1;19;19;17.325520221668200
5491586;1;1;3;;;1;;;;;1;19;19;19.223070178598300
5491602;1;1;4;;;;1;;;;1;23;23;17.592793260024500
5491603;1;9;1;2;;;;1;1;2;1;23;23;9.447111055515000
5491606;1;4;1;2;;;;1;4;2;1;23;23;18.521143620632500
5491609;1;3;1;2;;;;1;4;1;1;23;23;10.773942928899600
5491612;1;2;1;2;;;;1;4;1;1;23;23;11.027089340817500
5491615;1;1;3;;;1;;;;;1;23;23;10.219168527800500
5491615;1;2;4;;;;1;;;;1;23;23;10.219168527800500
5491615;1;4;3;;;1;;;;;1;23;23;10.219168527800500
5491618;1;6;3;;;1;;;;;1;23;23;9.447111055515000
5491624;1;1;1;2;;;;1;4;1;1;23;23;17.584631503110700
5491635;1;1;1;2;;;;1;4;1;1;23;23;21.096519565427900
5491635;1;2;3;;;1;;;;;1;23;23;21.096519565427900
5491637;1;2;5;;;;;1;1;1;1;23;23;16.385435027695700
5491639;1;1;4;;;;1;;;;1;23;23;22.604595181595700
5491639;1;2;1;2;;;;1;4;1;1;23;23;22.604595181595700
5491643;1;1;2;;1;;;1;3;1;1;23;23;22.604595181595700
5491644;1;3;1;2;;;;1;4;2;1;23;23;9.447111055515000
5491645;1;1;2;;4;;;1;5;1;1;23;23;13.721894340058500
5491645;1;2;1;2;;;;1;1;1;1;23;23;13.721894340058500
5491646;1;1;1;2;;;;1;4;2;1;23;23;10.252273514459500
5491650;1;1;3;;;1;;;;;1;23;23;23.126264596035900
5491651;1;1;4;;;;1;;;;1;23;23;27.827013844006800
5491651;1;2;4;;;;1;;;;1;23;23;27.827013844006800
5491652;1;1;1;2;;;;1;4;1;1;23;23;23.126264596035900
5491652;1;2;3;;;1;;;;;1;23;23;23.126264596035900
5491656;1;1;5;;;;;1;1;1;1;23;23;17.755662590890500
5491656;1;2;3;;;1;;;;;1;23;23;17.755662590890500
5491665;1;1;2;;2;;;1;3;1;1;23;23;20.070648596911700
5491667;1;2;1;2;;;;1;1;2;1;23;23;10.243019071294200
5491669;1;1;4;;;;1;;;;1;23;23;9.447111055515000
5491674;1;1;2;;1;;;1;3;1;1;23;23;27.680812724416000
5491677;1;1;3;;;1;;;;;1;23;23;10.886120831773900
5491677;1;4;3;;;1;;;;;1;23;23;10.886120831773900
5491681;1;1;5;;;;;1;3;1;1;23;23;24.991219267272000
5491686;1;1;3;;;1;;;;;1;23;23;24.601256293995000
5491688;1;1;5;;;;;1;1;1;1;23;23;19.759567230145900
5491694;1;1;3;;;1;;;;;1;23;23;9.447111055515000
5491697;1;2;3;;;1;;;;;1;23;23;17.186202201659600
5491703;1;1;2;;1;;;1;3;1;1;23;23;16.828222835624700
5491716;1;1;1;1;;;;1;3;1;1;23;23;26.205821026457000
5491745;1;1;1;2;;;;1;1;2;1;27;27;6.084499946903220
5491747;1;1;6;;;;;;;;1;27;27;6.375145828813550
5491752;1;1;6;;;;;;;;1;27;27;6.814317644913990
5491755;1;1;4;;;;1;;;;1;27;27;4.055687719360280
5491772;1;1;1;2;;;;1;4;2;1;27;27;5.590745957691240
5491773;1;1;2;;1;;;1;3;1;1;27;27;4.929698227704800
5491830;1;2;2;;1;;;1;3;1;1;41;41;17.162482316655400
5491843;1;1;1;1;;;;1;1;1;1;41;41;12.123484397413900
5491846;1;1;2;;1;;;1;1;1;1;41;41;12.123484397413900
5491852;1;2;3;;;1;;;;;1;41;41;20.906249226766900
5491871;1;1;2;;1;;;1;3;1;1;41;41;14.756640719882000
5491894;1;1;1;2;;;;1;1;1;1;41;41;15.707087519232400
5491899;1;1;1;1;;;;1;1;1;1;41;41;17.610978423806100
5491944;1;1;1;1;;;;1;3;1;1;41;41;18.273092904298800
5491971;1;1;4;;;;2;1;;1;1;44;44;6.126245602499610
5491972;1;1;4;;;;2;1;;1;1;44;44;3.588810548016200
5491973;1;1;2;;1;;;1;1;1;1;44;44;7.426260805825390
5491975;1;1;1;2;;;;1;1;2;1;44;44;4.384084173580510
5491975;1;2;2;;1;;;1;1;1;1;44;44;4.384084173580510
5491977;1;2;1;2;;;;1;3;2;1;44;44;6.333077613316890
5491979;1;1;1;2;;;;1;1;2;1;44;44;8.260586406937480
5491980;1;1;1;1;;;;1;1;1;1;44;44;8.267695442164600
5491983;1;1;1;1;;;;1;1;2;1;44;44;7.105242918880790
5491990;1;1;1;2;;;;1;4;2;1;44;44;3.045016497224900
5491990;1;2;6;;;;;;;;1;44;44;3.045016497224900
5491993;1;1;4;;;;2;1;;1;1;44;44;4.383584949818850
5491993;1;2;4;;;;2;1;;1;1;44;44;4.383584949818850
5491994;1;1;6;;;;;;;;1;44;44;7.929184297986120
5491998;1;1;2;;2;;;1;4;2;1;44;44;7.188942955866360
5492000;1;2;1;2;;;;1;3;2;1;44;44;6.549682272210010
5492001;1;1;6;;;;;;;;1;44;44;8.749818733790000
5492002;1;1;5;;;;;1;1;1;1;44;44;9.438015518454160
5492009;1;1;5;;;;;1;3;1;1;44;44;6.234547931946170
5492009;1;2;3;;;1;;;;;1;44;44;6.234547931946170
5492015;1;1;6;;;;;;;;1;44;44;8.590697335434160
5492024;1;1;2;;1;;;1;3;1;1;44;44;6.333077613316890
5492026;1;1;2;;1;;;1;1;1;1;44;44;4.300384136594950
5492028;1;1;2;;2;;;1;1;1;1;44;44;4.888825751341980
5492028;1;2;1;1;;;;1;1;1;1;44;44;4.888825751341980
5492029;1;1;2;;1;;;1;1;1;1;44;44;8.244318638249950
5492030;1;1;1;1;;;;1;1;1;1;44;44;3.045016497224900
5492036;1;2;1;2;;;;1;3;2;1;44;44;5.225518809919720
5492040;1;1;5;;;;;1;3;1;1;44;44;4.384084173580510
5492040;1;3;4;;;;1;;;;1;44;44;4.384084173580510
5492042;1;1;4;;;;1;;;;1;44;44;5.702808932789210
5492043;1;1;1;2;;;;1;4;1;1;44;44;4.481669787590380
5492044;1;1;4;;;;2;1;;1;1;44;44;5.513201695291590
5492044;1;2;4;;;;2;1;;1;1;44;44;5.513201695291590
5492049;1;1;3;;;1;;;;;1;44;44;3.045016497224900
5492049;1;4;5;;;;;1;3;1;1;44;44;3.045016497224900
5492050;1;2;1;1;;;;1;1;2;1;44;44;4.858339912200220
5492058;1;3;1;1;;;;1;1;1;1;44;44;7.067490504077470
5492060;1;2;5;;;;;1;6;1;1;44;44;6.441379942763460
5492061;1;3;1;2;;;;1;4;2;1;44;44;5.064227855656650
5492068;1;2;1;2;;;;1;1;2;1;44;44;5.395018390677090
5492070;1;1;1;2;;;;1;4;2;1;44;44;6.739289509707640
5492071;1;2;3;;;1;;;;;1;44;44;5.387674592525380
5492077;1;2;3;;;1;;;;;1;44;44;4.888825751341980
5492080;1;2;2;;1;;;1;1;1;1;44;44;8.244318638249950
5492135;1;3;1;2;;;;1;1;2;1;47;47;16.854516761969900
5492135;1;4;4;;;;1;;;;1;47;47;16.854516761969900
5492136;1;1;3;;;1;;;;;1;47;47;25.035030168273100
5492136;1;2;4;;;;1;;;;1;47;47;25.035030168273100
5492137;1;1;5;;;;;1;3;1;1;47;47;16.408914709509000
5492138;1;1;1;2;;;;1;3;1;1;47;47;22.626137455073100
5492138;1;2;1;2;;;;1;4;2;1;47;47;22.626137455073100
5492143;1;1;3;;;1;;;;;1;47;47;21.892932361995700
5492143;1;3;5;;;;;1;1;1;1;47;47;21.892932361995700
5492147;1;2;5;;;;;1;3;1;1;47;47;16.839826257533400
5492151;1;1;1;2;;;;1;4;1;1;47;47;20.581351240396500
5492152;1;1;3;;;1;;;;;1;47;47;14.151544222361800
5492152;1;2;1;2;;;;1;1;1;1;47;47;14.151544222361800
5492154;1;1;2;;1;;;1;1;1;1;47;47;21.358110056175600
5492157;1;2;1;2;;;;1;1;2;1;47;47;19.453291591726100
5492160;1;1;2;;1;;;1;1;1;1;47;47;19.630967035859900
5492163;1;1;1;2;;;;1;1;1;1;47;47;13.969273939239400
5492163;1;2;1;2;;;;1;4;2;1;47;47;13.969273939239400
5492166;1;1;3;;;1;;;;;1;47;47;19.630967035859900
5492167;1;2;1;2;;;;1;1;2;1;47;47;13.921412329605300
5492168;1;1;1;1;;;;1;4;1;1;47;47;22.165275331841500
5492168;1;2;3;;;1;;;;;1;47;47;22.165275331841500
5492168;1;6;3;;;1;;;;;1;47;47;22.165275331841500
5492176;1;2;1;2;;;;1;4;1;1;47;47;15.538340801382000
5492179;1;1;1;1;;;;1;3;1;1;47;47;20.930450701527400
5492180;1;1;1;1;;;;1;1;1;1;47;47;18.832899982365400
5492185;1;1;3;;;1;;;;;1;47;47;13.921412329605300
5492187;1;5;3;;;1;;;;;1;47;47;12.667389726645800
5492191;1;1;4;;;;1;;;;1;47;47;21.022358453868800
5492191;1;2;4;;;;1;;;;1;47;47;21.022358453868800
5492195;1;1;3;;;1;;;;;1;47;47;21.479079415033900
5492197;1;3;3;;;1;;;;;1;47;47;19.728032113826500
5492203;1;1;6;;;;;;;;1;47;47;13.178310746245700
5492204;1;7;1;2;;;;1;1;1;1;47;47;12.151565812194700
5492207;1;2;1;2;;;;1;1;1;1;47;47;19.354482903947500
5492208;1;1;2;;2;;;1;1;1;1;47;47;18.654480579453500
5492213;1;1;2;;1;;;1;3;1;1;47;47;21.116173546216500
5492215;1;1;3;;;1;;;;;1;47;47;19.219707137402900
5492222;1;1;1;2;;;;1;1;1;1;47;47;17.249084365506500
5492225;1;1;3;;;1;;;;;1;47;47;21.577888102812500
5492233;1;1;1;2;;;;1;1;2;1;47;47;15.010712269728300
5492240;1;1;3;;;1;;;;;1;47;47;21.479079415033900
5492260;1;1;2;;3;;;1;3;1;1;47;47;21.577888102812500
5492261;1;1;1;2;;;;1;4;2;1;47;47;20.581351240396500
5492267;1;1;4;;;;1;;;;1;47;47;19.096144730039900
5492269;1;1;8;;;;;;;;1;47;47;13.827597237257500
5492280;1;1;3;;;2;;;;;1;47;47;18.654480579453500
5492284;1;1;4;;;;1;;;;1;47;47;17.253877592746800
5492284;1;3;3;;;1;;;;;1;47;47;17.253877592746800
5492287;1;2;3;;;1;;;;;1;47;47;15.538340801382000
5492288;1;1;5;;;;;1;3;1;1;47;47;18.461748324741000
5492292;1;1;3;;;1;;;;;1;47;47;22.198279712173300
5492294;1;2;1;1;;;;1;4;2;1;50;50;17.855506368011200
5492296;1;2;1;1;;;;1;3;2;1;50;50;21.726576908776700
5492296;1;3;2;;1;;;1;3;1;1;50;50;21.726576908776700
5492299;1;1;2;;1;;;1;3;1;1;50;50;13.351098498666600
5492319;1;1;4;;;;1;;;;1;50;50;36.485982930343000
5492319;1;2;2;;1;;;1;3;1;1;50;50;36.485982930343000
5492319;1;6;4;;;;2;1;;1;1;50;50;36.485982930343000
5492323;1;1;3;;;1;;;;;1;50;50;29.083589214962300
5492327;1;2;1;2;;;;1;4;2;1;50;50;25.510927752392900
5492329;1;1;1;2;;;;1;1;1;1;50;50;33.495078059950100
5492336;1;2;2;;1;;;1;3;1;1;50;50;17.446648876507000
5492347;1;1;4;;;;1;;;;1;50;50;27.395077524240500
5492360;1;2;4;;;;1;;;;1;50;50;15.260671568000400
5492360;1;3;4;;;;1;;;;1;50;50;15.260671568000400
5492393;1;1;4;;;;2;1;;1;1;50;50;20.687423405383100
5492394;1;2;2;;2;;;1;3;1;1;52;52;17.928701009057700
5492413;1;1;8;;;;;;;;1;52;52;15.252027020500200
5492419;1;1;5;;;;;1;1;1;1;52;52;14.205227106336800
5492421;1;2;1;2;;;;1;3;2;1;52;52;10.860049200392100
5492427;1;2;3;;;1;;;;;1;52;52;17.883390024145000
5492427;1;5;1;1;;;;1;4;1;1;52;52;17.883390024145000
5492428;1;3;3;;;2;;;;;1;52;52;12.649269175146000
5492431;1;1;8;;;;;;;;1;52;52;20.065237128188100
5492439;1;1;2;;1;;;1;3;1;1;52;52;14.538212118200400
5492448;1;2;2;;1;;;1;3;1;1;52;52;8.911634505729750
5492453;1;1;4;;;;1;;;;1;52;52;15.875541499243500
5492453;1;2;4;;;;1;;;;1;52;52;15.875541499243500
5492453;1;6;3;;;1;;;;;1;52;52;15.875541499243500
5492454;1;1;4;;;;1;;;;1;52;52;19.803161639147900
5492454;1;2;8;;;;;;;;1;52;52;19.803161639147900
5492457;1;1;4;;;;1;;;;1;52;52;16.467685453769000
5492459;1;1;1;2;;;;1;3;1;1;52;52;15.627948323167400
5492463;1;2;5;;;;;1;3;1;1;52;52;16.139481034303800
5492469;1;2;2;;1;;;1;3;1;1;52;52;14.547913838766100
5492472;1;2;5;;;;;1;2;1;1;52;52;17.805014834812000
5492474;1;1;3;;;2;;;;;1;52;52;16.482167766733100
